120.373510,31.957423
120.375221,31.949725
120.375511,31.948240
120.375578,31.959709
120.375926,31.943577
120.376960,31.948156
120.377150,31.947768
120.377220,31.944659
120.377223,31.955789
120.377351,31.956349
120.378210,31.948379
120.378319,31.944799
120.378420,31.948914
120.378450,31.947903
120.378714,31.947279
120.378830,31.945473
120.378970,31.943867
120.379070,31.945349
120.379140,31.946589
120.379155,31.945616
120.379171,31.946505
120.379232,31.944058
120.379251,31.944806
120.379251,31.945059
120.379320,31.944148
120.379511,31.941097
120.379590,31.943229
120.380290,31.945834
120.381680,31.946516
120.381700,31.942994
120.382393,31.956087
120.382470,31.946989
120.382520,31.947396
120.382570,31.947030
120.382640,31.947069
120.382742,31.947270
120.382759,31.947125
120.382759,31.947125
120.382860,31.947180
120.382893,31.947100
120.383038,31.940282
120.383470,31.937632
120.383500,31.947865
120.383626,31.947392
120.383650,31.939565
120.383690,31.947548
120.383811,31.916679
120.383830,31.947603
120.384220,31.941223
120.384250,31.954887
120.384423,31.941264
120.384432,31.941264
120.384681,31.953946
120.384690,31.948477
120.384809,31.948686
120.384809,31.948690
120.384960,31.953537
120.385133,31.984712
120.385650,31.948410
120.385780,31.952059
120.385780,31.952059
120.385880,31.951920
120.385920,31.948445
120.385920,31.948445
120.386000,31.951733
120.386180,31.951407
120.386344,31.951004
120.386469,31.950811
120.386560,31.950600
120.386620,31.950465
120.386656,31.949141
120.386689,31.950337
120.386769,31.957661
120.386821,31.950147
120.386849,31.950080
120.386920,31.949958
120.386980,31.949867
120.387021,31.949776
120.387028,31.960737
120.387150,31.949418
120.387159,31.940205
120.387210,31.949457
120.387269,31.949475
120.387336,31.949108
120.387470,31.963364
120.387477,31.950091
120.387489,31.949453
120.387490,31.949450
120.387529,31.962997
120.387560,31.949690
120.387970,31.949227
120.387970,31.954895
120.388000,31.949595
120.388030,31.985945
120.388010,31.950039
120.388040,31.949167
120.388079,31.950087
120.388130,31.950119
120.388170,31.949040
120.388170,31.950158
120.388230,31.948436
120.388240,31.955740
120.388260,31.950228
120.388289,31.949838
120.388320,31.948919
120.388390,31.950338
120.388411,31.948829
120.388490,31.950026
120.388510,31.950425
120.388560,31.950066
120.388591,31.962297
120.388630,31.950534
120.388659,31.950175
120.388730,31.945274
120.388730,31.950237
120.388730,31.950597
120.388790,31.950690
120.388800,31.950299
120.388810,31.939117
120.388840,31.950339
120.388880,31.950370
120.388900,31.950746
120.388990,31.952050
120.388991,31.950449
120.389043,31.950312
120.389050,31.950488
120.389073,31.950600
120.389130,31.912519
120.389221,31.950568
120.389239,31.950944
120.389337,31.913699
120.389337,31.913706
120.389633,31.915044
120.389620,31.950859
120.389677,31.912533
120.389677,31.912679
120.389710,31.947139
120.389720,31.950930
120.389801,31.950977
120.389849,31.939329
120.389961,31.914783
120.389990,31.914837
120.389990,31.914837
120.389990,31.951096
120.390010,31.958817
120.390108,31.951427
120.390141,31.914796
120.390120,31.951558
120.390200,31.951613
120.390276,31.951223
120.390300,31.951324
120.390319,31.951699
120.390410,31.951418
120.390480,31.951465
120.390491,31.947131
120.390510,31.951489
120.390540,31.951505
120.390572,31.951942
120.390580,31.947216
120.390650,31.912459
120.390679,31.951990
120.390730,31.952040
120.390741,31.951539
120.390810,31.913474
120.390790,31.952076
120.390800,31.951708
120.390830,31.952131
120.390839,31.951717
120.390858,31.946856
120.390870,31.952181
